日期,自營商多,自營商空,自營商多空淨額,投信多,投信空,投信多空淨額,外資多,外資空,外資多空淨額
20230828,4797,8660,-3863,14059,12246,1813,18812,27102,-8290
20230829,4277,7946,-3669,13875,11919,1956,20580,25436,-4856
20230830,4586,7641,-3055,13120,11491,1629,19316,26010,-6694
20230831,5782,7535,-1753,12604,11651,953,17908,26359,-8451
20230901,4271,7249,-2978,12609,11649,960,20616,26722,-6106
20230904,5111,7695,-2584,12653,11435,1218,22171,25661,-3490
20230905,6274,7567,-1293,12568,11430,1138,19662,25892,-6230
20230906,5879,7620,-1741,12458,11436,1022,20040,25172,-5132
20230907,6050,7907,-1857,12498,11709,789,21270,24380,-3110
20230908,5823,8249,-2426,12891,11718,1173,22299,26186,-3887
20230911,5769,8014,-2245,13386,11986,1400,21306,27907,-6601
20230912,4220,7953,-3733,13356,11718,1638,24702,25825,-1123
20230913,4650,7804,-3154,13789,11706,2083,24905,25572,-667
20230914,4189,8163,-3974,13859,11300,2559,31689,29753,1936
20230915,5775,7926,-2151,13140,11191,1949,29206,30675,-1469
20230918,8393,8903,-510,13804,11460,2344,26792,33603,-6811
20230919,8770,8895,-125,13581,11572,2009,25366,33765,-8399
20230920,3048,4514,-1466,13857,11623,2234,22161,28326,-6165
20230921,4592,5434,-842,14288,11645,2643,22686,35889,-13203
20230922,4940,5748,-808,14478,11644,2834,21558,32171,-10613
20230925,3934,6009,-2075,14560,11365,3195,22773,27810,-5037
20230926,4925,5339,-414,14413,11639,2774,21111,27227,-6116
20230927,5193,5497,-304,14430,11647,2783,19878,28127,-8249
20230928,5517,5345,172,14421,11409,3012,18970,29054,-10084
20231002,5323,6281,-958,14626,11071,3555,21184,28196,-7012
20231003,6452,5685,767,14571,11236,3335,19886,29723,-9837
20231004,5810,6124,-314,14461,11572,2889,22047,30518,-8471
20231005,5789,6822,-1033,14531,11362,3169,25429,28023,-2594
20231006,5970,6885,-915,14470,11131,3339,24742,28800,-4058
20231011,5599,5968,-369,14645,10856,3789,25556,29588,-4032
20231012,6061,6727,-666,14449,10635,3814,31391,32268,-877
20231013,6723,6075,648,14462,10744,3718,32482,32950,-468
20231016,8056,7533,523,14137,10919,3218,31454,32874,-1420
20231017,6050,7025,-975,14384,11032,3352,30089,31315,-1226
20231018,3490,5104,-1614,12699,11322,1377,23137,31303,-8166
20231019,3431,5810,-2379,12929,11323,1606,23404,28710,-5306
20231020,4818,7301,-2483,13176,11329,1847,22875,27454,-4579
20231023,5554,7885,-2331,13368,11479,1889,23304,33783,-10479
20231024,5741,8142,-2401,13765,11371,2394,22825,34722,-11897
20231025,5769,8283,-2514,13844,11250,2594,22014,30191,-8177
20231026,6249,8204,-1955,13760,11576,2184,23165,35549,-12384
20231027,5116,6840,-1724,13814,11471,2343,21160,30302,-9142
20231030,5782,7086,-1304,13845,11459,2386,20899,33382,-12483
20231031,6121,6758,-637,13853,11745,2108,22035,37332,-15297
20231101,5697,6725,-1028,14326,11434,2892,22643,36039,-13396
20231102,6640,8886,-2246,14555,10934,3621,27055,30959,-3904
20231103,6831,9516,-2685,14624,10658,3966,28107,27445,662
20231106,6737,10426,-3689,15628,10632,4996,32334,26662,5672
20231107,6633,10597,-3964,15981,10622,5359,35981,28039,7942
20231108,6473,8820,-2347,16160,10619,5541,36402,30934,5468
20231109,6351,8619,-2268,15688,10269,5419,39350,34265,5085
20231110,7174,8751,-1577,15241,10427,4814,41170,32449,8721
20231113,5660,6749,-1089,15104,10154,4950,38773,35641,3132
20231114,4827,9359,-4532,14604,10045,4559,42849,37611,5238
20231115,2100,7907,-5807,13707,9813,3894,37533,31943,5590
20231116,2878,8527,-5649,14406,9819,4587,38964,33495,5469
20231117,3461,8561,-5100,14979,9829,5150,41507,37610,3897
20231120,3791,8357,-4566,15614,9929,5685,43223,41346,1877
20231121,4257,9111,-4854,16559,9873,6686,46815,44365,2450
20231122,5497,8086,-2589,17052,10032,7020,42965,49313,-6348
20231123,5310,7904,-2594,17609,10030,7579,44857,47296,-2439
20231124,6047,7504,-1457,17725,10024,7701,43674,47914,-4240
20231127,4388,7366,-2978,17515,10339,7176,44389,45745,-1356
20231128,5187,8093,-2906,17606,10070,7536,45868,46017,-149
20231129,5772,7582,-1810,18100,10370,7730,42886,47364,-4478
20231130,5532,8101,-2569,19141,10340,8801,43608,47216,-3608
20231201,4956,7781,-2825,19168,10338,8830,47034,47866,-832
20231204,6008,7682,-1674,18627,10134,8493,43522,47875,-4353
20231205,6577,8175,-1598,18696,10147,8549,42689,48595,-5906
20231206,6344,7915,-1571,17804,10140,7664,41941,48290,-6349
20231207,6552,7421,-869,17723,10300,7423,42262,49582,-7320
20231208,6165,8473,-2308,18394,10490,7904,43228,48796,-5568
20231211,6787,8014,-1227,18857,10238,8619,42934,50815,-7881
20231212,7717,8251,-534,18473,10232,8241,42295,51791,-9496
20231213,7577,8711,-1134,18410,9882,8528,41451,51610,-10159
20231214,10161,10745,-584,18413,9611,8802,44737,54092,-9355
20231215,8134,9791,-1657,17221,9605,7616,48603,56856,-8253
20231218,8471,9315,-844,17971,9606,8365,47532,59632,-12100
20231219,9989,8030,1959,17658,9822,7836,46099,63322,-17223
20231220,3478,4964,-1486,18005,10011,7994,43429,54894,-11465
20231221,4606,5588,-982,18550,10229,8321,42386,59949,-17563
20231222,4887,5791,-904,18763,10229,8534,40704,56454,-15750
20231225,4864,5764,-900,18883,10113,8770,41657,55945,-14288
20231226,4135,6330,-2195,18853,10012,8841,44855,56750,-11895
20231227,4833,5799,-966,20133,10196,9937,49284,61519,-12235
20231228,6129,6654,-525,21264,10996,10268,49043,62661,-13618
20231229,7628,6642,986,21445,11255,10190,48247,64959,-16712
20240102,8514,7073,1441,21605,11576,10029,48357,65786,-17429
20240103,8386,7791,595,20764,11953,8811,45453,69488,-24035
20240104,6904,7863,-959,20484,11721,8763,44327,64797,-20470
20240105,8027,7841,186,19898,11397,8501,44663,64345,-19682
20240108,7895,7476,419,20016,11296,8720,47101,65892,-18791
20240109,7906,7382,524,20487,11292,9195,45273,69533,-24260
20240110,7788,7873,-85,19390,10961,8429,44597,69152,-24555
20240111,8346,7668,678,20183,11102,9081,46322,71631,-25309
20240112,8726,7441,1285,19763,11259,8504,45689,72093,-26404
20240115,8619,7924,695,18285,10825,7460,48717,70485,-21768
20240116,6233,7696,-1463,14649,10721,3928,48205,65453,-17248
20240117,4654,6395,-1741,13684,10854,2830,37896,52428,-14532
20240118,5170,7320,-2150,13600,10450,3150,35651,49301,-13650
20240119,5798,6762,-964,13515,9824,3691,41546,44159,-2613
20240122,7277,6456,821,13744,9663,4081,37860,44714,-6854
20240123,5599,6762,-1163,13655,9760,3895,40947,42394,-1447
20240124,4760,6775,-2015,12987,9760,3227,39877,40360,-483
20240125,4939,6740,-1801,12782,9602,3180,43935,40547,3388
20240126,4702,7445,-2743,12703,9602,3101,44162,39731,4431
20240129,5511,7520,-2009,12222,9191,3031,45172,41797,3375
20240130,5261,7105,-1844,12328,9173,3155,42133,41259,874
20240131,4579,7177,-2598,12212,9343,2869,40253,41779,-1526
20240201,4801,7298,-2497,12331,9339,2992,40052,43573,-3521
20240202,5098,7114,-2016,12233,9176,3057,38991,45127,-6136
20240205,5569,7144,-1575,12462,9169,3293,38219,43713,-5494
20240215,6509,9293,-2784,12656,9110,3546,44064,46717,-2653
20240216,6155,8341,-2186,12500,8510,3990,42342,49045,-6703
20240219,6292,9389,-3097,12652,8510,4142,47254,50725,-3471
20240220,4995,9205,-4210,12616,8403,4213,51463,48721,2742
20240221,1774,7797,-6023,12662,8437,4225,39203,36782,2421
20240222,2756,9102,-6346,12712,8432,4280,38764,35679,3085
20240223,2824,8660,-5836,13019,8245,4774,38778,34632,4146
20240226,2820,9166,-6346,12462,8187,4275,41051,34900,6151
20240227,2924,9379,-6455,13653,8310,5343,39266,35467,3799
20240229,3159,9528,-6369,13936,8204,5732,38077,34455,3622
20240301,2870,9312,-6442,15550,8219,7331,34097,35590,-1493
20240304,3603,10205,-6602,14951,7941,7010,37873,33886,3987
20240305,4044,10093,-6049,14518,7832,6686,36859,33528,3331
20240306,4590,9646,-5056,13962,7773,6189,36614,33281,3333
20240307,5406,10763,-5357,13647,7723,5924,35643,32588,3055
20240308,6102,10316,-4214,12653,7811,4842,33868,35434,-1566
20240311,6541,10821,-4280,12440,7878,4562,31415,37972,-6557
20240312,7399,10998,-3599,12261,7717,4544,33196,41305,-8109
20240313,8131,10648,-2517,12275,7720,4555,31577,40709,-9132
20240314,8500,11105,-2605,12126,7723,4403,34695,43293,-8598
20240315,11314,12239,-925,11703,7884,3819,35722,47420,-11698
20240318,9350,11283,-1933,11707,7918,3789,36973,47377,-10404
20240319,8946,11019,-2073,12573,7774,4799,36846,47822,-10976
20240320,975,7225,-6250,12670,7807,4863,31381,36169,-4788
20240321,1773,8062,-6289,12702,7705,4997,35218,31086,4132
20240322,2358,7891,-5533,12852,7611,5241,27557,32999,-5442
20240325,1979,8257,-6278,12784,7608,5176,27927,33113,-5186
20240326,1977,8278,-6301,12406,7814,4592,28565,35041,-6476
20240327,2082,9530,-7448,12550,7708,4842,30377,33717,-3340
20240328,2494,8421,-5927,12578,7580,4998,31614,37343,-5729
20240329,2574,9791,-7217,13882,7563,6319,33086,33840,-754
20240401,2613,8543,-5930,14499,7589,6910,31147,35470,-4323
20240402,3236,11858,-8622,15403,7449,7954,36527,33215,3312
20240403,2283,9055,-6772,15474,7744,7730,29520,36986,-7466
20240408,2613,10089,-7476,15555,7553,8002,30242,36096,-5854
20240409,3013,12271,-9258,15608,7247,8361,37704,32540,5164
20240410,2777,9991,-7214,15554,7248,8306,35077,36787,-1710
20240411,3211,9199,-5988,15920,7369,8551,31607,44571,-12964
20240412,4275,9368,-5093,16074,7341,8733,31789,43798,-12009
20240415,4252,8685,-4433,16344,7517,8827,30125,47928,-17803
20240416,5707,9017,-3310,17167,7961,9206,32980,51366,-18386
20240417,4119,6769,-2650,16880,7812,9068,24880,42832,-17952
20240418,4825,7153,-2328,16823,7709,9114,24891,39591,-14700
20240419,5228,6666,-1438,18038,8239,9799,21289,41066,-19777
20240422,4297,7152,-2855,18246,8082,10164,19216,35616,-16400
20240423,3486,8555,-5069,18626,7917,10709,22071,34576,-12505
20240424,4259,7851,-3592,18865,7489,11376,23526,36859,-13333
20240425,4189,7465,-3276,18952,7606,11346,20704,37864,-17160
20240426,4127,7878,-3751,19549,7481,12068,23378,37266,-13888
20240429,4764,8195,-3431,19757,7140,12617,25304,40345,-15041
20240430,4528,8296,-3768,19742,7052,12690,24376,38111,-13735
20240502,5155,8375,-3220,20155,7340,12815,21007,38548,-17541
20240503,5671,8021,-2350,20371,7486,12885,20366,39823,-19457
20240506,6185,8116,-1931,20414,7303,13111,23474,42232,-18758
20240507,5676,8166,-2490,20529,7159,13370,22214,41439,-19225
20240508,5193,9189,-3996,20669,7165,13504,23782,39385,-15603
20240509,5428,8963,-3535,20580,7286,13294,22185,39401,-17216
20240510,5080,9271,-4191,20569,7317,13252,24387,39256,-14869
20240513,4949,8511,-3562,20614,7127,13487,26439,40956,-14517
20240514,4966,9834,-4868,19868,7214,12654,27521,37565,-10044
20240515,1681,9544,-7863,19751,7210,12541,25226,28707,-3481
20240516,2357,9387,-7030,18644,7154,11490,25563,34051,-8488
20240517,2162,9044,-6882,17914,7309,10605,25401,35049,-9648
20240520,2625,9142,-6517,17485,7309,10176,27123,36377,-9254
20240521,2477,9890,-7413,17579,7312,10267,28549,36784,-8235
20240522,3062,9999,-6937,18034,7143,10891,33971,39634,-5663
20240523,2828,9109,-6281,17970,6998,10972,31634,40359,-8725
20240524,2754,9068,-6314,17977,7068,10909,32700,41102,-8402
20240527,3260,9380,-6120,18147,7026,11121,33291,42588,-9297
20240528,3368,9800,-6432,18659,6813,11846,33583,43743,-10160
20240529,3464,8395,-4931,18430,6966,11464,31788,47253,-15465
20240530,3843,8632,-4789,18424,7344,11080,32711,47123,-14412
20240531,4470,8470,-4000,18557,7426,11131,36210,50269,-14059
20240603,4855,9728,-4873,19562,7176,12386,36324,53023,-16699
20240604,4230,9210,-4980,19556,7384,12172,31942,51031,-19089
20240605,2858,9688,-6830,19567,7328,12239,33794,50240,-16446
20240606,2972,10962,-7990,19053,7067,11986,35182,45710,-10528
20240607,3008,9683,-6675,18520,7071,11449,34704,45310,-10606
20240611,2903,8503,-5600,18525,7000,11525,29587,45437,-15850
20240612,3319,10108,-6789,18847,6985,11862,33007,44146,-11139
20240613,4367,10457,-6090,19048,6768,12280,32985,46303,-13318
20240614,4327,11206,-6879,19117,6668,12449,34494,47349,-12855
20240617,3302,10195,-6893,19094,6661,12433,34943,48135,-13192
20240618,3289,10766,-7477,19505,6574,12931,37294,50232,-12938
20240619,2006,9870,-7864,19636,6298,13338,31922,43518,-11596
20240620,2393,9913,-7520,20104,6174,13930,33023,49551,-16528
20240621,2277,9288,-7011,19453,6230,13223,31601,51749,-20148
20240624,2559,8727,-6168,19573,6591,12982,29547,50694,-21147
20240625,3852,8309,-4457,19950,6585,13365,29114,52227,-23113
20240626,3205,8818,-5613,20597,6497,14100,28735,54387,-25652
20240627,3393,8648,-5255,20693,6501,14192,28227,52629,-24402
20240628,3835,9225,-5390,21735,6409,15326,29422,55931,-26509
20240701,3660,9475,-5815,22494,6409,16085,30864,56808,-25944
20240702,3855,9959,-6104,22652,6531,16121,30164,55139,-24975
20240703,3905,11014,-7109,24097,6332,17765,29317,54777,-25460
20240704,3797,11542,-7745,24702,6013,18689,29853,55479,-25626
20240705,4195,10925,-6730,25173,6014,19159,27560,56058,-28498
20240708,4936,11742,-6806,25670,5807,19863,28109,57541,-29432
20240709,6255,11749,-5494,27226,5796,21430,24335,59120,-34785
20240710,5306,12195,-6889,27760,5793,21967,24821,58449,-33628
20240711,4590,11645,-7055,28304,5623,22681,23678,58927,-35249
20240712,6937,11921,-4984,28809,5919,22890,24467,64796,-40329
20240715,5911,11736,-5825,26713,5918,20795,24346,60564,-36218
20240716,6002,12031,-6029,27054,5838,21216,24334,61468,-37134
20240717,5769,7643,-1874,26862,5959,20903,18890,53732,-34842
20240718,7618,9045,-1427,27606,6088,21518,18237,61270,-43033
20240719,8015,9168,-1153,27901,6321,21580,18832,56069,-37237
20240722,10425,11175,-750,28235,6538,21697,17956,58195,-40239
20240723,8027,10369,-2342,28590,6120,22470,20659,53484,-32825
20240726,8964,10405,-1441,29366,6514,22852,18517,55928,-37411
20240729,8386,10433,-2047,29165,6371,22794,18143,54440,-36297
20240730,8737,10788,-2051,29249,6313,22936,18307,57340,-39033
20240731,7614,10313,-2699,29258,6309,22949,19315,56444,-37129
20240801,7351,9859,-2508,30787,6051,24736,19247,60589,-41342
20240802,9234,9362,-128,30550,6634,23916,18688,63788,-45100
20240805,8385,6718,1667,31151,7852,23299,18818,58264,-39446
20240806,7438,8576,-1138,33294,8054,25240,21454,56979,-35525
20240807,5879,8210,-2331,34251,7412,26839,24475,56407,-31932
20240808,6174,7518,-1344,34459,7751,26708,24700,56509,-31809
20240809,6125,8264,-2139,35696,7722,27974,25921,57927,-32006
20240812,6097,7858,-1761,36161,8155,28006,23616,58328,-34712
20240813,5782,8250,-2468,36123,7675,28448,23221,59115,-35894
20240814,7025,9342,-2317,36725,8275,28450,25718,58927,-33209
20240815,7157,8421,-1264,35495,8575,26920,26406,59558,-33152
20240816,6465,8259,-1794,35337,7862,27475,26696,61648,-34952
20240819,7669,8466,-797,35132,7560,27572,27959,62614,-34655
20240820,6572,6748,-176,35378,7929,27449,26344,61982,-35638
20240821,4825,6197,-1372,35021,8485,26536,19282,56283,-37001
20240822,5217,5997,-780,35053,8957,26096,21587,54677,-33090
20240823,6271,5889,382,35062,8859,26203,19671,54531,-34860
20240826,6034,6016,18,35940,9148,26792,20892,57881,-36989
20240827,6771,5843,928,34902,8623,26279,19479,56981,-37502
20240828,5814,5887,-73,35315,8420,26895,19696,56939,-37243
20240829,6254,6126,128,33940,8224,25716,18526,55497,-36971
20240830,5504,6190,-686,33911,8110,25801,19235,58789,-39554
20240902,6149,6049,100,33326,8179,25147,20011,60463,-40452
20240903,6111,5771,340,32023,7944,24079,20736,57979,-37243
20240904,5874,4671,1203,31222,8796,22426,18873,49790,-30917
20240905,4244,4273,-29,31225,8745,22480,21179,46848,-25669
20240906,4474,4769,-295,32025,8884,23141,19885,47416,-27531
20240909,5568,4400,1168,32120,8815,23305,18504,46601,-28097
20240910,5799,5368,431,32506,8506,24000,17832,44797,-26965
20240911,6042,5620,422,32713,8359,24354,17981,45708,-27727
20240912,6065,5506,559,32785,8179,24606,21256,51626,-30370
20240913,6421,5403,1018,32814,8117,24697,23199,54979,-31780
20240916,5659,5281,378,32393,7991,24402,23854,56130,-32276
20240918,3850,3436,414,32809,7978,24831,16733,47210,-30477
20240919,3650,4251,-601,33661,7413,26248,19102,49366,-30264
20240920,3343,5026,-1683,32717,7150,25567,21336,53281,-31945
20240923,3762,5569,-1807,32610,7086,25524,19303,55165,-35862
20240924,3534,5344,-1810,32005,6724,25281,20374,52123,-31749
20240925,3697,5639,-1942,32020,6503,25517,21780,56070,-34290
20240926,4288,5820,-1532,31924,6292,25632,21230,58311,-37081
20240927,4353,5761,-1408,31526,6242,25284,24136,60373,-36237
20240930,4702,5526,-824,31315,6584,24731,22229,59431,-37202
20241001,4879,5638,-759,31556,6666,24890,21752,61231,-39479
20241004,4371,5502,-1131,31397,6766,24631,22503,59503,-37000
20241007,5420,5773,-353,31762,6487,25275,21579,63725,-42146
20241008,5228,5220,8,31884,6476,25408,19156,60246,-41090
20241009,4737,5357,-620,31862,6340,25522,20073,60523,-40450
20241011,4949,5642,-693,31732,6170,25562,23024,64873,-41849
20241014,4249,5600,-1351,31574,6042,25532,24855,63926,-39071
20241015,4294,6558,-2264,31465,5869,25596,26468,65517,-39049
20241016,3490,4962,-1472,28686,6046,22640,21018,53335,-32317
20241017,3636,5855,-2219,29078,5937,23141,17962,52378,-34416
20241018,3987,8363,-4376,29339,5782,23557,22163,50922,-28759
20241021,4824,7924,-3100,28568,5744,22824,19482,53061,-33579
20241022,5436,7578,-2142,28732,5765,22967,17230,52135,-34905
20241023,6106,7000,-894,28289,5754,22535,16406,52501,-36095
20241024,6714,7092,-378,27953,5893,22060,15510,51021,-35511
20241025,6286,6955,-669,28197,5794,22403,15950,53442,-37492
20241028,6841,7084,-243,28137,5837,22300,14951,55293,-40342
20241029,7913,7172,741,28785,6130,22655,14455,55329,-40874
20241030,6996,7393,-397,28952,6133,22819,15606,54381,-38775
20241101,6778,6890,-112,29781,6099,23682,14375,53651,-39276
20241104,6649,7164,-515,30423,5940,24483,14602,53719,-39117
20241105,6758,7227,-469,31330,6178,25152,13110,54416,-41306
20241106,7722,6864,858,31831,6296,25535,12109,56734,-44625
20241107,7683,6977,706,31814,6114,25700,12193,58139,-45946
20241108,7683,6977,706,31814,6114,25700,12193,58139,-45946
20241112,8806,6556,2250,31617,6039,25578,10275,61973,-51698
20241114,8288,5529,2759,32111,5967,26144,11433,58681,-47248
20241118,6647,5060,1587,32550,6103,26447,14451,61034,-46583
20241119,4159,5950,-1791,32961,5941,27020,17897,59266,-41369
20241120,4424,5437,-1013,32730,6026,26704,12239,54124,-41885
20241121,4424,5437,-1013,32730,6026,26704,12239,54124,-41885
20241122,3704,6973,-3269,32900,5979,26921,12771,50973,-38202
20241125,4306,7050,-2744,32661,5979,26682,12115,58458,-46343
20241126,4672,6067,-1395,31976,6159,25817,11634,60096,-48462
20241127,4672,6067,-1395,31976,6159,25817,11634,60096,-48462
20241128,4926,5899,-973,33293,6312,26981,12212,59472,-47260
20241202,4821,7147,-2326,33681,6098,27583,15865,53374,-37509
20241204,4611,6622,-2011,33393,5737,27656,13991,52778,-38787
20241205,4611,6622,-2011,33393,5737,27656,13991,52778,-38787
20241206,4733,6283,-1550,33089,5750,27339,14579,52787,-38208
20241210,6029,6913,-884,31951,5854,26097,18172,55562,-37390
20241211,7099,6848,251,31808,5869,25939,19117,59085,-39968
20241213,7839,7670,169,32036,5785,26251,19380,61541,-42161
20241214,7839,7670,169,32036,5785,26251,19380,61541,-42161
20241217,5341,7098,-1757,32052,5729,26323,22263,62025,-39762
20241218,3537,5340,-1803,32052,5729,26323,16620,51338,-34718
20241219,4832,5755,-923,30892,5818,25074,13025,51628,-38603
20241220,4695,5765,-1070,31455,6123,25332,11760,48323,-36563
20241224,3172,7400,-4228,31798,5879,25919,13465,46411,-32946
20241226,3455,6037,-2582,31632,5785,25847,12625,49498,-36873
20241228,3070,5988,-2918,31807,5764,26043,13611,50076,-36465
20241231,4516,5404,-888,31352,5858,25494,10700,52464,-41764
20250103,6301,5365,936,31482,6031,25451,9023,52279,-43256
20250109,4990,6447,-1457,30748,5403,25345,17576,55028,-37452
20250110,5867,6271,-404,30753,5506,25247,15158,57106,-41948
20250111,5867,6271,-404,30753,5506,25247,15158,57106,-41948
20250113,7129,6247,882,31640,5716,25924,15340,58699,-43359
20250114,6889,5698,1191,31998,5654,26344,13324,55758,-42434
20250115,6324,5167,1157,32008,5750,26258,11383,50800,-39417
20250116,5678,6161,-483,30145,5588,24557,15832,52043,-36211
20250117,5339,6398,-1059,30055,5601,24454,14223,46086,-31863
20250122,4878,5601,-723,29858,5378,24480,15049,48744,-33695
20250206,5310,6632,-1322,30182,5493,24689,18422,49418,-30996
20250213,5940,6143,-203,30125,5576,24549,20320,51784,-31464
20250214,8556,7616,940,30534,5634,24900,20681,55988,-35307
20250217,4986,6366,-1380,29663,5597,24066,24347,53831,-29484
20250219,4945,6359,-1414,29102,5565,23537,26481,55393,-28912
20250220,3285,5352,-2067,29625,5704,23921,22965,47498,-24533
20250221,2771,5646,-2875,30265,5625,24640,22973,48228,-25255
20250226,4471,5190,-719,28893,5852,23041,17957,53289,-35332
20250306,6310,5974,336,33485,5849,27636,14238,54723,-40485
20250307,6257,5179,1078,33065,6004,27061,14205,54663,-40458
20250310,6904,4810,2094,33344,6085,27259,13920,56546,-42626
20250311,7508,4496,3012,34420,6421,27999,13327,59024,-45697
20250313,7830,6235,1595,35628,6565,29063,13337,56746,-43409
20250314,7133,5676,1457,36997,7056,29941,16230,58107,-41877
20250318,6811,7798,-987,37083,6999,30084,21709,60909,-39200
20250319,4870,4530,340,36504,6913,29591,15254,51650,-36396
20250321,4546,4940,-394,36134,6815,29319,14590,50178,-35588
20250324,4534,4665,-131,36083,6819,29264,14104,50165,-36061
20250325,3718,5410,-1692,36176,6752,29424,15641,47521,-31880
20250326,3382,4474,-1092,36059,6753,29306,15683,48699,-33016
20250327,4514,5473,-959,36020,6956,29064,14125,50539,-36414
20250328,5161,5326,-165,36354,7478,28876,13875,50572,-36697
20250401,4499,5726,-1227,37940,7734,30206,17363,46748,-29385
20250402,4980,6571,-1591,37531,7731,29800,19514,43799,-24285
20250407,4603,6455,-1852,37531,7731,29800,18576,43727,-25151
20250408,5590,4658,932,38117,10461,27656,18277,48354,-30077
20250409,6784,4426,2358,38173,10848,27325,19331,47202,-27871
20250410,6539,5543,996,38153,10848,27305,23058,45708,-22650
20250411,5202,6679,-1477,40309,7678,32631,24440,47988,-23548
20250414,6752,7715,-963,41504,8571,32933,22815,46698,-23883
20250415,6706,8264,-1558,42950,9271,33679,27727,50125,-22398
20250416,4663,3492,1171,44921,11518,33403,16129,44854,-28725
20250417,4595,3586,1009,46079,11524,34555,15129,44999,-29870
20250418,4484,3475,1009,46229,11673,34556,16261,45323,-29062
20250421,4583,4009,574,45876,12010,33866,18650,45220,-26570
20250422,5090,3816,1274,41910,11691,30219,20010,47141,-27131
20250423,5090,3816,1274,41910,11691,30219,20010,47141,-27131
20250424,4998,4306,692,43225,9952,33273,18921,46279,-27358
20250425,4995,5129,-134,42775,8631,34144,20681,44379,-23698
20250428,5153,4890,263,42526,8520,34006,19042,43812,-24770
20250429,5481,4952,529,42764,8328,34436,19183,44549,-25366
20250430,4941,5224,-283,42969,8603,34366,18881,41611,-22730
20250502,4977,6582,-1605,43453,8097,35356,20118,43031,-22913
20250505,5599,5938,-339,44767,8932,35835,17950,44109,-26159
