Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,多方,多方,空方,空方,多空淨額,多空淨額,多方,多方,空方,空方,多空淨額,多空淨額
序 號,商品 名稱,身份別,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額
1,臺股期貨,自營商,17100,65356996,19592,74945771,-2492,-9588775,5202,20298290,6679,26053401,-1477,-5755111
1,臺股期貨,投信,6911,26691898,1585,6160376,5326,20531522,40309,157545388,7678,30010231,32631,127535157
1,臺股期貨,外資,175483,668797728,178095,678887405,-2612,-10089676,24440,95466604,47988,187453981,-23548,-91987377
2,電子期貨,自營商,78,318780,163,665600,-85,-346820,103,434357,200,843509,-97,-409152
2,電子期貨,投信,2,8446,10,41760,-8,-33314,183,771821,10,42120,173,729701
2,電子期貨,外資,1705,6983609,1651,6763140,54,220469,293,1235751,441,1859928,-148,-624177
3,金融期貨,自營商,72,139371,85,164709,-13,-25338,229,447558,36,70358,193,377200
3,金融期貨,投信,0,0,0,0,0,0,17,33225,0,0,17,33225
3,金融期貨,外資,832,1610305,849,1643298,-17,-32993,214,418242,467,912705,-253,-494463
4,小型臺指期貨,自營商,26272,25013321,26722,25478890,-450,-465569,4725,4606033,12420,12100940,-7695,-7494907
4,小型臺指期貨,投信,9,8676,0,0,9,8676,169,165138,15,14657,154,150481
4,小型臺指期貨,外資,369299,351311198,364582,346785033,4717,4526165,12794,12495262,4571,4465668,8223,8029594
5,微型臺指期貨,自營商,32245,6155136,27375,5199342,4870,955794,8327,1623739,9247,1799894,-920,-176155
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,208939,39746083,204539,38911129,4400,834954,13,2540,2891,564629,-2878,-562089
6,小型電子期貨,自營商,513,263322,519,266759,-6,-3437,298,157082,53,27942,245,129140
6,小型電子期貨,投信,0,0,0,0,0,0,96,50611,0,0,96,50611
6,小型電子期貨,外資,3301,1692775,3133,1608156,168,84619,357,188208,0,0,357,188208
7,小型金融期貨,自營商,68,32903,132,63813,-64,-30909,9,4397,158,77199,-149,-72802
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,187,90505,184,89042,3,1463,27,13192,7,3420,20,9772
8,股票期貨,自營商,53739,13680145,45826,9560114,7913,4120031,80827,15733521,141058,31221299,-60231,-15487778
8,股票期貨,投信,122,12219,110,10377,12,1843,33,58542,488,62961,-455,-4419
8,股票期貨,外資,291492,80553309,290605,82218145,887,-1664836,118451,55572882,264859,84436604,-146408,-28863722
9,ETF期貨,自營商,6867,3640342,6567,3496214,300,144127,16627,6037412,23268,8757449,-6641,-2720037
9,ETF期貨,投信,518,840126,518,839451,0,676,2655,2858666,2180,3479892,475,-621226
9,ETF期貨,外資,3037,3458721,5003,4170397,-1966,-711676,2436,3180779,10256,3685053,-7820,-504274
10,櫃買指數期貨,自營商,2,1616,0,0,2,1616,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,94,117755,124,155096,-30,-37342,140,178850,101,129029,39,49821
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,123,154059,85,105962,38,48097,12,15330,3,3833,9,11497
12,富櫃200期貨,自營商,10,3832,113,44004,-103,-40172,0,0,54,21538,-54,-21538
12,富櫃200期貨,投信,39,15078,30,11554,9,3523,55,21938,0,0,55,21938
12,富櫃200期貨,外資,9,3449,6,2303,3,1146,0,0,1,395,-1,-395
13,臺灣中型100期貨,自營商,414,65198,425,67255,-11,-2058,476,76775,223,35968,253,40807
13,臺灣中型100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
13,臺灣中型100期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,自營商,80,81705,80,81705,0,0,54,55439,52,53388,2,2051
14,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,外資,0,0,0,0,0,0,0,0,2,2052,-2,-2052
15,臺灣生技期貨,自營商,6,951,8,1268,-2,-317,0,0,19,3021,-19,-3021
15,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,外資,4,633,3,475,1,159,1,159,0,0,1,159
16,半導體30期貨,自營商,49,12632,8,2080,41,10552,0,0,39,10297,-39,-10297
16,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,外資,30,7750,30,7754,0,-4,0,0,0,0,0,0
17,航運期貨,自營商,0,0,40,7424,-40,-7424,0,0,30,5618,-30,-5618
17,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,自營商,112,54626,116,56532,-4,-1906,3,1459,17,8267,-14,-6808
18,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,外資,112,54698,117,57210,-5,-2512,1,486,29,14103,-28,-13617
19,美國標普500期貨,自營商,10,10612,8,8420,2,2191,0,0,43,45705,-43,-45705
19,美國標普500期貨,投信,0,0,0,0,0,0,2,2126,0,0,2,2126
19,美國標普500期貨,外資,28,29902,49,51995,-21,-22094,23,24447,120,127692,-97,-103245
20,美國那斯達克100期貨,自營商,59,54739,266,246113,-207,-191375,0,0,244,227628,-244,-227628
20,美國那斯達克100期貨,投信,0,0,0,0,0,0,18,16792,0,0,18,16792
20,美國那斯達克100期貨,外資,1737,1613696,2226,2072181,-489,-458485,44,41353,785,732781,-741,-691428
21,美國道瓊期貨,自營商,22,17578,29,23081,-7,-5503,1,806,68,54418,-67,-53612
21,美國道瓊期貨,投信,0,0,0,0,0,0,3,2401,0,0,3,2401
21,美國道瓊期貨,外資,498,396463,822,656693,-324,-260230,246,196973,480,384779,-234,-187806
22,美國費城半導體期貨,自營商,13,4109,3,934,10,3174,172,54696,96,30814,76,23882
22,美國費城半導體期貨,投信,0,0,0,0,0,0,11,3498,0,0,11,3498
22,美國費城半導體期貨,外資,37,11899,81,25824,-44,-13926,312,99502,726,230868,-414,-131366
23,英國富時100期貨,自營商,521,208576,489,195419,32,13157,65,25969,0,0,65,25969
23,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
23,英國富時100期貨,外資,419,167470,450,180219,-31,-12749,0,0,81,32345,-81,-32345
期貨 小計,期貨 小計,自營商,138346,115234245,128690,120730543,9656,-5496303,117258,49736383,194105,81577682,-76847,-31841299
期貨 小計,期貨 小計,投信,7601,27576443,2253,7063518,5348,20512926,43551,161530146,10371,33609861,33180,127920285
期貨 小計,期貨 小計,外資,1057272,1156684252,1052510,1164236361,4762,-7552109,159664,168951710,333707,284910836,-174043,-115959126
期貨合計,期貨合計,期貨合計,1203219,1299494940,1183453,1292030422,19766,7464514,320473,380218239,538183,400098379,-217710,-19880140
