Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,多方,多方,空方,空方,多空淨額,多空淨額,多方,多方,空方,空方,多空淨額,多空淨額
序 號,商品 名稱,身份別,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額
1,臺股期貨,自營商,9889,42800647,10625,45914073,-736,-3113426,5423,23503573,9123,39642593,-3700,-16139020
1,臺股期貨,投信,1130,4911290,185,800591,945,4110699,52736,229627809,9548,41573636,43188,188054173
1,臺股期貨,外資,52767,228027381,52756,228008471,11,18910,20967,91207122,57250,248998805,-36283,-157791683
2,電子期貨,自營商,145,686644,136,643162,9,43482,97,462404,178,848053,-81,-385649
2,電子期貨,投信,15,70800,0,0,15,70800,195,929249,0,0,195,929249
2,電子期貨,外資,349,1651458,375,1775517,-26,-124059,154,734189,283,1349684,-129,-615495
3,金融期貨,自營商,144,294351,145,297283,-1,-2932,1179,2411628,441,904579,738,1507049
3,金融期貨,投信,0,0,0,0,0,0,13,26666,0,0,13,26666
3,金融期貨,外資,216,442869,251,514700,-35,-71831,217,445110,184,377421,33,67689
4,小型臺指期貨,自營商,13798,14888214,13155,14198532,643,689681,9428,10223955,5968,6435126,3460,3788829
4,小型臺指期貨,投信,3,3264,0,0,3,3264,146,158936,14,15240,132,143696
4,小型臺指期貨,外資,87664,94638474,82370,88961442,5294,5677032,13436,14606263,4327,4709364,9109,9896899
5,微型臺指期貨,自營商,17295,3720023,8699,1871150,8596,1848874,23130,5020229,5203,1128806,17927,3891423
5,微型臺指期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,微型臺指期貨,外資,51781,11169014,46911,10121907,4870,1047108,1821,394651,0,0,1821,394651
6,小型電子期貨,自營商,164,96983,130,76907,34,20076,296,176319,98,58423,198,117896
6,小型電子期貨,投信,0,0,0,0,0,0,88,52461,0,0,88,52461
6,小型電子期貨,外資,686,405963,705,417510,-19,-11547,215,128172,16,9527,199,118645
7,小型金融期貨,自營商,36,18450,57,29231,-21,-10781,117,59985,25,12803,92,47182
7,小型金融期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,小型金融期貨,外資,67,34368,67,34362,0,7,0,0,21,10769,-21,-10769
8,股票期貨,自營商,30030,8122374,37590,12264993,-7560,-4142619,154857,48063239,80833,11554273,74024,36508966
8,股票期貨,投信,520,115772,0,0,520,115772,8044,2156141,1824,417644,6220,1738497
8,股票期貨,外資,144671,54938159,139764,52441348,4907,2496812,75508,32335386,349269,122963023,-273761,-90627637
9,ETF期貨,自營商,1877,1184077,4432,2129184,-2555,-945107,23254,10762918,16103,5800026,7151,4962892
9,ETF期貨,投信,0,0,0,0,0,0,2655,3146472,2180,3863030,475,-716558
9,ETF期貨,外資,4070,3131040,1945,2248166,2125,882875,2271,2045167,28921,11150965,-26650,-9105798
10,櫃買指數期貨,自營商,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
10,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,自營商,48,66591,74,102843,-26,-36252,100,139504,85,118679,15,20825
11,非金電期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,非金電期貨,外資,48,66790,26,36139,22,30651,15,20952,4,5587,11,15365
12,富櫃200期貨,自營商,8,3566,0,0,8,3566,15,6695,97,43485,-82,-36790
12,富櫃200期貨,投信,0,0,0,0,0,0,68,30484,0,0,68,30484
12,富櫃200期貨,外資,1,448,0,0,1,448,0,0,7,3138,-7,-3138
13,臺灣中型100期貨,自營商,195,35396,213,38595,-18,-3199,663,121041,238,43278,425,77763
13,臺灣中型100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
13,臺灣中型100期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,自營商,102,116632,102,116632,0,0,360,412884,360,412884,0,0
14,臺灣永續期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
14,臺灣永續期貨,外資,0,0,0,0,0,0,1,1151,0,0,1,1151
15,臺灣生技期貨,自營商,4,692,2,348,2,344,0,0,11,1912,-11,-1912
15,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
15,臺灣生技期貨,外資,0,0,0,0,0,0,0,0,1,174,-1,-174
16,半導體30期貨,自營商,124,35946,124,35906,0,40,104,30233,131,38039,-27,-7806
16,半導體30期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
16,半導體30期貨,外資,10,2899,10,2902,0,-4,0,0,0,0,0,0
17,航運期貨,自營商,21,4361,16,3351,5,1010,11,2310,0,0,11,2310
17,航運期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
17,航運期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,自營商,31,17095,43,23742,-12,-6646,0,0,11,6070,-11,-6070
18,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
18,東證期貨,外資,5,2763,0,0,5,2763,0,0,0,0,0,0
19,美國標普500期貨,自營商,3,3523,0,0,3,3523,4,4730,56,66226,-52,-61496
19,美國標普500期貨,投信,0,0,0,0,0,0,2,2365,0,0,2,2365
19,美國標普500期貨,外資,3,3535,14,16554,-11,-13019,395,469899,453,538424,-58,-68525
20,美國那斯達克100期貨,自營商,67,70891,62,65770,5,5121,40,42688,181,193163,-141,-150475
20,美國那斯達克100期貨,投信,0,0,0,0,0,0,2,2134,0,0,2,2134
20,美國那斯達克100期貨,外資,686,725751,447,474066,239,251685,1079,1156423,517,555340,562,601083
21,美國道瓊期貨,自營商,10,8470,2,1694,8,6776,0,0,40,33858,-40,-33858
21,美國道瓊期貨,投信,0,0,0,0,0,0,3,2539,0,0,3,2539
21,美國道瓊期貨,外資,61,51673,152,128707,-91,-77033,492,417800,378,321348,114,96452
22,美國費城半導體期貨,自營商,16,6301,108,42474,-92,-36174,61,24276,51,20356,10,3920
22,美國費城半導體期貨,投信,0,0,0,0,0,0,11,4378,0,0,11,4378
22,美國費城半導體期貨,外資,155,60931,86,33891,69,27040,364,144952,439,174714,-75,-29762
23,英國富時100期貨,自營商,17,7295,17,7293,0,2,711,305126,7,3005,704,302121
23,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
23,英國富時100期貨,外資,9,3866,8,3437,1,429,9,3862,8,3434,1,428
期貨 小計,期貨 小計,自營商,74024,72188522,75732,77863163,-1708,-5674641,219850,101773737,119240,67365637,100610,34408100
期貨 小計,期貨 小計,投信,1668,5101126,185,800591,1483,4300535,63963,236139634,13566,45869550,50397,190270084
期貨 小計,期貨 小計,外資,343249,395357382,325887,385219119,17362,10138267,116944,144111099,442078,391171717,-325134,-247060618
期貨合計,期貨合計,期貨合計,418941,472647030,401804,463882873,17137,8764161,400757,482024470,574884,504406904,-174127,-22382434
