Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,多方,多方,空方,空方,多空淨額,多空淨額,多方,多方,空方,空方,多空淨額,多空淨額
序 號,商品 名稱,身份別,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額
1,臺股期貨,自營商,6505,28775400,7131,31559123,-626,-2783723,-,-,-,-,-,-
1,臺股期貨,投信,1385,6130005,72,318734,1313,5811270,-,-,-,-,-,-
1,臺股期貨,外資,42172,186684362,41559,183952809,613,2731553,-,-,-,-,-,-
2,電子期貨,自營商,33,163156,46,227902,-13,-64747,-,-,-,-,-,-
2,電子期貨,投信,13,64428,0,0,13,64428,-,-,-,-,-,-
2,電子期貨,外資,451,2234233,458,2268639,-7,-34405,-,-,-,-,-,-
3,金融期貨,自營商,49,102368,50,104572,-1,-2205,-,-,-,-,-,-
3,金融期貨,投信,10,20915,0,0,10,20915,-,-,-,-,-,-
3,金融期貨,外資,183,382540,219,457676,-36,-75136,-,-,-,-,-,-
4,小型臺指期貨,自營商,10402,11502920,10068,11133645,334,369275,-,-,-,-,-,-
4,小型臺指期貨,投信,46,50904,0,0,46,50904,-,-,-,-,-,-
4,小型臺指期貨,外資,68780,76100538,64887,71785490,3893,4315048,-,-,-,-,-,-
5,微型臺指期貨,自營商,15845,3505827,10611,2344487,5234,1161340,-,-,-,-,-,-
5,微型臺指期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
5,微型臺指期貨,外資,37103,8205314,34756,7686703,2347,518611,-,-,-,-,-,-
6,小型電子期貨,自營商,242,149780,206,127498,36,22282,-,-,-,-,-,-
6,小型電子期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
6,小型電子期貨,外資,726,449157,607,375642,119,73516,-,-,-,-,-,-
7,小型金融期貨,自營商,31,16201,61,31856,-30,-15655,-,-,-,-,-,-
7,小型金融期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
7,小型金融期貨,外資,66,34452,50,26122,16,8330,-,-,-,-,-,-
8,股票期貨,自營商,33930,8724910,23727,7392823,10203,1332087,-,-,-,-,-,-
8,股票期貨,投信,30,1628,8,1122,22,507,-,-,-,-,-,-
8,股票期貨,外資,111458,32768734,120827,34426694,-9369,-1657960,-,-,-,-,-,-
9,ETF期貨,自營商,3854,1450999,2380,1240569,1474,210430,-,-,-,-,-,-
9,ETF期貨,投信,1288,621124,0,0,1288,621124,-,-,-,-,-,-
9,ETF期貨,外資,1524,997091,3695,1593299,-2171,-596209,-,-,-,-,-,-
10,櫃買指數期貨,自營商,0,0,0,0,0,0,-,-,-,-,-,-
10,櫃買指數期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
10,櫃買指數期貨,外資,0,0,0,0,0,0,-,-,-,-,-,-
11,非金電期貨,自營商,21,27364,39,50858,-18,-23494,-,-,-,-,-,-
11,非金電期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
11,非金電期貨,外資,43,56191,67,87448,-24,-31256,-,-,-,-,-,-
12,富櫃200期貨,自營商,2,896,1,446,1,450,-,-,-,-,-,-
12,富櫃200期貨,投信,0,0,2,896,-2,-896,-,-,-,-,-,-
12,富櫃200期貨,外資,0,0,0,0,0,0,-,-,-,-,-,-
13,臺灣中型100期貨,自營商,576,105618,571,104747,5,871,-,-,-,-,-,-
13,臺灣中型100期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
13,臺灣中型100期貨,外資,0,0,0,0,0,0,-,-,-,-,-,-
14,臺灣永續期貨,自營商,320,370283,320,370283,0,0,-,-,-,-,-,-
14,臺灣永續期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
14,臺灣永續期貨,外資,0,0,0,0,0,0,-,-,-,-,-,-
15,臺灣生技期貨,自營商,1,185,1,187,0,-2,-,-,-,-,-,-
15,臺灣生技期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
15,臺灣生技期貨,外資,0,0,0,0,0,0,-,-,-,-,-,-
16,半導體30期貨,自營商,21,6186,5,1473,16,4713,-,-,-,-,-,-
16,半導體30期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
16,半導體30期貨,外資,5,1476,5,1470,0,6,-,-,-,-,-,-
17,航運期貨,自營商,0,0,0,0,0,0,-,-,-,-,-,-
17,航運期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
17,航運期貨,外資,0,0,0,0,0,0,-,-,-,-,-,-
18,美國標普500期貨,自營商,10,12487,0,0,10,12487,-,-,-,-,-,-
18,美國標普500期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
18,美國標普500期貨,外資,38,47366,25,31188,13,16177,-,-,-,-,-,-
19,美國那斯達克100期貨,自營商,89,101377,49,55838,40,45538,-,-,-,-,-,-
19,美國那斯達克100期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
19,美國那斯達克100期貨,外資,391,445383,390,443695,1,1688,-,-,-,-,-,-
20,美國道瓊期貨,自營商,4,3526,4,3550,0,-24,-,-,-,-,-,-
20,美國道瓊期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
20,美國道瓊期貨,外資,173,152636,81,71390,92,81246,-,-,-,-,-,-
21,美國費城半導體期貨,自營商,39,17511,17,7657,22,9854,-,-,-,-,-,-
21,美國費城半導體期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
21,美國費城半導體期貨,外資,89,40046,132,59382,-43,-19336,-,-,-,-,-,-
22,英國富時100期貨,自營商,25,10990,12,5284,13,5706,-,-,-,-,-,-
22,英國富時100期貨,投信,0,0,0,0,0,0,-,-,-,-,-,-
22,英國富時100期貨,外資,9,3966,27,11869,-18,-7904,-,-,-,-,-,-
期貨 小計,期貨 小計,自營商,71999,55047984,55299,54762798,16700,285183,-,-,-,-,-,-
期貨 小計,期貨 小計,投信,2772,6889004,82,320752,2690,6568252,-,-,-,-,-,-
期貨 小計,期貨 小計,外資,263211,308603485,267785,303279516,-4574,5323969,-,-,-,-,-,-
期貨合計,期貨合計,期貨合計,337982,370540473,323166,358363066,14816,12177404,-,-,-,-,-,-
