Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,多方,多方,空方,空方,多空淨額,多空淨額,多方,多方,空方,空方,多空淨額,多空淨額
序 號,商品 名稱,身份別,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額
1,臺股期貨,自營商,8861,30114016,7879,26772364,982,3341651,16803,56973647,5468,18541006,11335,38432641
1,臺股期貨,投信,3,10195,126,427999,-123,-417804,17614,59862940,17542,59618241,72,244699
1,臺股期貨,外資,70173,238485746,69091,234859209,1082,3626538,17175,58353594,37104,125969268,-19929,-67615674
2,電子期貨,自營商,231,745246,375,1210093,-144,-464847,302,973842,365,1177052,-63,-203210
2,電子期貨,投信,3,9671,0,0,3,9671,211,680433,0,0,211,680433
2,電子期貨,外資,1725,5572484,1599,5162861,126,409623,750,2418600,279,899719,471,1518881
3,金融期貨,自營商,82,125505,109,166893,-27,-41388,282,433771,222,341363,60,92408
3,金融期貨,投信,1,1538,0,0,1,1538,24,36917,0,0,24,36917
3,金融期貨,外資,986,1509322,968,1481667,18,27656,580,892156,2173,3342509,-1593,-2450353
4,小型臺指期貨,自營商,12671,10769737,9864,8376872,2807,2392864,8288,7024759,8651,7333603,-363,-308844
4,小型臺指期貨,投信,2,1700,0,0,2,1700,340,288881,0,0,340,288881
4,小型臺指期貨,外資,110924,94247683,116090,98657006,-5166,-4409323,3933,3340907,3489,2964303,444,376604
5,小型電子期貨,自營商,624,251986,526,212487,98,39499,84,33856,440,177364,-356,-143508
5,小型電子期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,小型電子期貨,外資,1474,594513,1554,627036,-80,-32523,216,87070,0,0,216,87070
6,股票期貨,自營商,11798,2679458,14023,2377077,-2225,302381,69495,17361478,74783,11942841,-5288,5418637
6,股票期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
6,股票期貨,外資,125232,32047682,127971,32423374,-2739,-375691,66928,22366580,285931,77892218,-219003,-55525638
7,ETF期貨,自營商,394,262337,384,243593,10,18744,1102,926630,2168,1393890,-1066,-467260
7,ETF期貨,投信,0,0,0,0,0,0,4983,5008489,3893,5038460,1090,-29971
7,ETF期貨,外資,845,999062,898,1017577,-53,-18515,4073,5460413,5235,5606227,-1162,-145814
8,櫃買指數期貨,自營商,22,18440,12,10029,10,8411,12,10022,56,46948,-44,-36926
8,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
8,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
9,非金電期貨,自營商,148,246109,151,251147,-3,-5038,36,60115,33,55108,3,5007
9,非金電期貨,投信,0,0,0,0,0,0,2,3341,0,0,2,3341
9,非金電期貨,外資,86,143172,99,164779,-13,-21607,2,3341,40,66812,-38,-63471
10,富櫃200期貨,自營商,558,250311,546,244891,12,5420,59,26503,35,15733,24,10770
10,富櫃200期貨,投信,0,0,0,0,0,0,30,13485,0,0,30,13485
10,富櫃200期貨,外資,3,1348,6,2696,-3,-1349,0,0,9,4046,-9,-4046
11,臺灣永續期貨,自營商,0,0,0,0,0,0,0,0,35,30065,-35,-30065
11,臺灣永續期貨,投信,0,0,0,0,0,0,35,30065,0,0,35,30065
11,臺灣永續期貨,外資,0,0,0,0,0,0,0,0,0,0,0,0
12,臺灣生技期貨,自營商,6,1330,13,2870,-7,-1540,0,0,35,7800,-35,-7800
12,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
12,臺灣生技期貨,外資,0,0,0,0,0,0,0,0,2,446,-2,-446
13,東證期貨,自營商,3,1156,4,1538,-1,-382,0,0,42,16228,-42,-16228
13,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
13,東證期貨,外資,12,4639,12,4613,0,26,77,29830,29,11132,48,18698
14,美國標普500期貨,自營商,10,8964,1,897,9,8067,361,323971,113,101175,248,222796
14,美國標普500期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
14,美國標普500期貨,外資,13,11663,11,9869,2,1794,61,54654,317,284425,-256,-229771
15,美國那斯達克100期貨,自營商,379,291110,134,102826,245,188284,430,329601,13,9968,417,319633
15,美國那斯達克100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
15,美國那斯達克100期貨,外資,409,314106,722,554344,-313,-240237,597,457776,36,27594,561,430182
16,美國道瓊期貨,自營商,184,130069,134,94632,50,35436,1335,943033,15,10599,1320,932434
16,美國道瓊期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
16,美國道瓊期貨,外資,615,434510,658,464878,-43,-30368,459,324329,126,88739,333,235590
17,英國富時100期貨,自營商,16,5687,12,4264,4,1423,98,34810,66,23321,32,11489
17,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
17,英國富時100期貨,外資,68,24179,64,22750,4,1429,98,34710,88,31258,10,3452
期貨 小計,期貨 小計,自營商,36037,45968554,34202,40119420,1835,5849131,98708,85484294,92554,41242884,6154,44241410
期貨 小計,期貨 小計,投信,9,23104,126,427999,-117,-404895,23239,65924551,21435,64656701,1804,1267850
期貨 小計,期貨 小計,外資,312565,374390109,319743,375452659,-7178,-1062547,94949,93823960,334858,217188696,-239909,-123364736
期貨合計,期貨合計,期貨合計,348611,420381767,354071,416000078,-5460,4381689,216896,245232805,448847,323088281,-231951,-77855476
