Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,交易口數與契約金額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額,未平倉餘額
Unnamed: 0_level_1,Unnamed: 1_level_1,Unnamed: 2_level_1,多方,多方,空方,空方,多空淨額,多空淨額,多方,多方,空方,空方,多空淨額,多空淨額
序 號,商品 名稱,身份別,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額,口數,契約 金額
1,臺股期貨,自營商,7431,25352719,7377,25233419,54,119300,27358,92617168,6105,20734628,21253,71882540
1,臺股期貨,投信,763,2611658,542,1854858,221,756799,18352,62774851,18401,62942461,-49,-167610
1,臺股期貨,外資,62428,213711900,65282,223420731,-2854,-9708832,21797,74442879,49636,168732312,-27839,-94289433
2,電子期貨,自營商,125,408145,171,557736,-46,-149591,278,908743,336,1097788,-58,-189045
2,電子期貨,投信,0,0,0,0,0,0,148,483842,0,0,148,483842
2,電子期貨,外資,1339,4370746,1256,4099455,83,271291,1092,3568544,444,1451493,648,2117051
3,金融期貨,自營商,41,61620,94,141317,-53,-79697,408,613224,234,351498,174,261726
3,金融期貨,投信,0,0,0,0,0,0,8,12024,0,0,8,12024
3,金融期貨,外資,560,841698,465,698987,95,142711,450,676347,2039,3064461,-1589,-2388114
4,小型臺指期貨,自營商,8229,7029767,8261,7051019,-32,-21251,24870,21163750,24476,20810722,394,353028
4,小型臺指期貨,投信,0,0,1,855,-1,-855,104,88936,0,0,104,88936
4,小型臺指期貨,外資,100846,86304639,103966,88980521,-3120,-2675882,324,277013,8388,7171254,-8064,-6894241
5,股票期貨,自營商,12103,1994679,18924,2975777,-6821,-981097,86094,25196139,80798,9717832,5296,15478307
5,股票期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
5,股票期貨,外資,150684,25666136,156375,26267235,-5691,-601099,50240,19089593,389822,96827128,-339582,-77737535
6,ETF期貨,自營商,773,353671,713,364976,60,-11305,2356,2248633,3615,1952807,-1259,295826
6,ETF期貨,投信,0,0,0,0,0,0,4902,5047198,4000,5092880,902,-45682
6,ETF期貨,外資,1084,1039302,1092,1037193,-8,2109,4670,6369323,7220,7856027,-2550,-1486704
7,櫃買指數期貨,自營商,16,12860,15,12059,1,801,1,804,24,19245,-23,-18441
7,櫃買指數期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
7,櫃買指數期貨,外資,0,0,0,0,0,0,0,0,35,28126,-35,-28126
8,非金電期貨,自營商,53,88982,77,129395,-24,-40413,147,245892,73,121978,74,123914
8,非金電期貨,投信,0,0,0,0,0,0,2,3349,0,0,2,3349
8,非金電期貨,外資,97,162995,70,117609,27,45386,20,33488,82,137301,-62,-103813
9,富櫃200期貨,自營商,16,6818,50,21327,-34,-14510,24,10175,68,28896,-44,-18721
9,富櫃200期貨,投信,0,0,0,0,0,0,28,11908,0,0,28,11908
9,富櫃200期貨,外資,35,14936,2,855,33,14082,32,13610,0,0,32,13610
10,臺灣永續期貨,自營商,28,24275,27,23411,1,864,2,1730,44,38315,-42,-36585
10,臺灣永續期貨,投信,0,0,0,0,0,0,35,30478,0,0,35,30478
10,臺灣永續期貨,外資,0,0,0,0,0,0,9,7837,0,0,9,7837
11,臺灣生技期貨,自營商,9,2047,18,4092,-9,-2045,0,0,66,14795,-66,-14795
11,臺灣生技期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
11,臺灣生技期貨,外資,0,0,7,1591,-7,-1591,0,0,3,674,-3,-674
12,東證期貨,自營商,82,32027,46,17954,36,14074,87,34039,0,0,87,34039
12,東證期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
12,東證期貨,外資,18,7032,48,18761,-30,-11729,13,5086,20,7825,-7,-2739
13,美國標普500期貨,自營商,3,2513,4,3348,-1,-834,146,122341,76,63551,70,58790
13,美國標普500期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
13,美國標普500期貨,外資,14,11733,12,10060,2,1673,74,61879,178,149092,-104,-87213
14,美國那斯達克100期貨,自營商,310,209974,452,305602,-142,-95628,18,12173,68,45923,-50,-33750
14,美國那斯達克100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
14,美國那斯達克100期貨,外資,1206,817879,1665,1127393,-459,-309513,17,11480,534,361094,-517,-349614
15,美國道瓊期貨,自營商,235,162083,157,108137,78,53947,946,653785,3,2074,943,651711
15,美國道瓊期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
15,美國道瓊期貨,外資,897,618515,877,604730,20,13785,477,329817,7,4826,470,324991
16,英國富時100期貨,自營商,17,5949,65,22710,-48,-16761,96,33850,65,22718,31,11132
16,英國富時100期貨,投信,0,0,0,0,0,0,0,0,0,0,0,0
16,英國富時100期貨,外資,19,6690,121,42395,-102,-35706,44,15480,100,34953,-56,-19473
期貨 小計,期貨 小計,自營商,29477,35756305,36463,36988588,-6986,-1232279,142897,143952012,116134,55135580,26763,88816432
期貨 小計,期貨 小計,投信,763,2611658,543,1855713,220,755944,23579,68452586,22401,68035341,1178,417245
期貨 小計,期貨 小計,外資,319227,333574201,331238,346427516,-12011,-12853315,79259,104902376,458508,285826566,-379249,-180924190
期貨合計,期貨合計,期貨合計,349467,371942164,368244,385271817,-18777,-13329650,245735,317306974,597043,408997487,-351308,-91690513
